tipo_cultivo,ubicacion_geografica,tamano_finca,rendimiento_cultivo,uso_fertilizantes,precio_venta (€/kg)
Tomates,"C. Marcela Maza 577 Piso 0 
Ciudad, 40980",91,835,Sí,2
Tomates,"Glorieta Dorita Bellido 651
Cantabria, 25213",75,226,No,8
Tomates,"Ronda de Danilo Daza 81 Piso 7 
Guipúzcoa, 46329",87,566,No,5
Tomates,"Plaza de Manuel Miró 26 Puerta 2 
Ciudad, 44588",18,148,Sí,3
Tomates,"Glorieta Calixta Muro 825
Jaén, 40876",49,299,Sí,2
Tomates,"Avenida de Mirta Palacio 614
Valladolid, 08508",84,201,No,2
Tomates,"Camino Galo Coello 96
Jaén, 41862",31,464,Sí,7
Tomates,"Glorieta Guiomar Puga 61
Castellón, 33279",11,416,Sí,6
Tomates,"Via Benito Beltrán 560 Piso 4 
Cáceres, 30453",39,345,Sí,7
Tomates,"Alameda Amanda Vives 6 Apt. 39 
Ciudad, 10013",29,173,No,1
Tomates,"Ronda de Francisca Carnero 1 Apt. 02 
Albacete, 31980",79,343,No,3
Tomates,"Paseo Bárbara Casals 74 Piso 3 
Jaén, 47861",91,233,Sí,4
Tomates,"Plaza Tiburcio Mancebo 99 Piso 2 
Zamora, 34287",89,483,No,7
Tomates,"Ronda Albino Vendrell 24 Apt. 91 
Badajoz, 41660",44,530,No,3
Tomates,"Ronda de Cesar Iñiguez 20 Piso 1 
Granada, 02106",62,511,No,5
Tomates,"Alameda León Carnero 20 Piso 9 
Cáceres, 09882",87,164,No,3
Tomates,"Camino Artemio Perez 1 Apt. 37 
Valladolid, 03317",25,220,No,1
Tomates,"Callejón de María Pilar Villa 24
Cáceres, 23971",50,993,No,4
Tomates,"Urbanización de Regina Benet 7
Málaga, 41872",36,792,Sí,4
Tomates,"Avenida de Ricarda Moreno 25
León, 18032",40,108,Sí,1
Tomates,"Paseo de Benigno Girón 34 Puerta 0 
Zaragoza, 42135",56,206,No,6
Tomates,"Acceso Cecilio Palmer 4
Castellón, 09318",31,852,No,3
Tomates,"Vial Nydia Alsina 60 Piso 0 
Guipúzcoa, 19426",49,371,No,8
Tomates,"Vial de Mauricio Francisco 77 Puerta 9 
Teruel, 26818",42,520,Sí,3
Tomates,"Avenida de Eusebio Vila 44 Puerta 8 
Zaragoza, 38576",40,352,Sí,7
Tomates,"Acceso de Isidro Arcos 686
Madrid, 33890",64,639,No,8
Tomates,"Rambla Marcela Rivero 12
Ciudad, 34163",63,757,Sí,3
Tomates,"Vial Dora Fabra 43
Cantabria, 43896",93,373,Sí,8
Tomates,"Pasadizo Bonifacio Valenzuela 62
Baleares, 35593",47,418,Sí,6
Tomates,"Urbanización de Carmen Fábregas 86
La Rioja, 29348",87,602,No,1
Tomates,"Glorieta Carlito Solsona 1
Sevilla, 51612",40,673,Sí,6
Tomates,"Callejón de Pepe Gálvez 57
Lleida, 16097",88,781,Sí,7
Tomates,"Via Vinicio Escribano 73 Piso 9 
Almería, 23115",41,618,No,8
Tomates,"Alameda Régulo Vila 41 Apt. 93 
Pontevedra, 14075",65,624,No,8
Tomates,"Cañada de Mónica Leal 58
Albacete, 12322",8,849,No,3
Tomates,"Acceso de Manola Girón 90
Cáceres, 37319",57,296,Sí,8
Tomates,"C. Hernando Trujillo 35 Apt. 76 
Almería, 03043",16,533,No,1
Tomates,"Acceso Cándida Hidalgo 38 Piso 7 
Barcelona, 48936",67,607,No,5
Tomates,"Urbanización Plácido Chacón 338
Ávila, 43056",22,471,No,1
Tomates,"Pasaje Andrés Sáenz 69
Pontevedra, 05003",87,755,Sí,1
Tomates,"Ronda de Azeneth Colom 329 Piso 5 
Ceuta, 48262",11,594,No,5
Tomates,"Callejón Sarita Falcó 65 Piso 1 
Granada, 25374",75,833,No,7
Tomates,"Pasadizo de Fabián Suarez 6 Apt. 16 
Guipúzcoa, 29774",75,937,No,8
Tomates,"Urbanización Benjamín Cañellas 24
Guadalajara, 49395",12,193,Sí,6
Tomates,"Plaza de Ildefonso Ramis 138 Puerta 7 
Pontevedra, 29477",3,929,No,1
Tomates,"Glorieta de Ernesto Montes 365
Segovia, 46012",58,620,Sí,6
Tomates,"Camino de Chelo Enríquez 486 Apt. 15 
Cáceres, 14197",80,336,Sí,4
Tomates,"Pasaje de Apolinar Leon 3
Badajoz, 38320",86,435,No,3
Tomates,"Plaza Ema Mendizábal 150 Apt. 17 
Toledo, 51356",13,314,Sí,1
Tomates,"C. Saturnina Duarte 8
Cuenca, 14918",86,104,Sí,8
Tomates,"Ronda de Clemente Cañellas 87
Cantabria, 11715",21,628,Sí,3
Tomates,"Cañada Candelaria Llorente 20
Lleida, 46029",3,597,Sí,1
Tomates,"Urbanización Américo Ruano 8
Zaragoza, 10398",91,222,Sí,8
Tomates,"C. Consuela Sotelo 47 Apt. 38 
Madrid, 47812",53,308,Sí,7
Tomates,"Acceso de Víctor Nadal 76 Puerta 0 
Cádiz, 48612",31,385,Sí,2
Tomates,"Rambla de Gertrudis Gelabert 66
Baleares, 37254",73,406,Sí,4
Tomates,"Paseo Baldomero Gabaldón 11 Piso 6 
Zaragoza, 25068",12,563,Sí,7
Tomates,"Urbanización de Natalia Marti 64 Apt. 39 
Huesca, 27423",79,107,No,7
Tomates,"Pasaje Nilda Coello 917
Salamanca, 13346",2,682,No,4
Tomates,"Pasadizo de Calixto Duque 50 Piso 3 
Tarragona, 27974",72,326,No,1
Tomates,"Vial de Lucía Marqués 49 Apt. 86 
Asturias, 41001",21,772,No,6
Tomates,"Vial de Modesta Pelayo 85 Apt. 21 
Álava, 36681",95,572,No,5
Tomates,"Glorieta de Esmeralda Benavente 81 Apt. 38 
Navarra, 44904",11,754,Sí,4
Tomates,"Camino Borja Zabala 74 Apt. 39 
Málaga, 24478",100,646,Sí,2
Tomates,"Avenida Samu Cisneros 46
Soria, 45199",69,208,Sí,3
Tomates,"Acceso de Chelo Pazos 708
Navarra, 18461",86,518,No,3
Tomates,"Pasadizo Adán Arregui 515 Puerta 4 
Badajoz, 49310",15,302,Sí,5
Tomates,"Pasaje Bernabé Castañeda 120
Ourense, 30401",83,160,Sí,7
Tomates,"Callejón de Valero Domingo 45
Zamora, 33774",73,808,No,4
Tomates,"Paseo de Jimena Álamo 9
Teruel, 44577",97,967,Sí,8
Tomates,"Vial de Prudencio Perera 31
Burgos, 03078",7,304,Sí,4
Tomates,"Pasaje de María José Montenegro 97 Piso 1 
Huesca, 36498",71,143,No,6
Tomates,"Ronda de Clemente Díaz 11
Málaga, 47509",23,464,Sí,1
Tomates,"Plaza Candelas Palomar 25 Apt. 09 
Melilla, 42442",99,872,No,8
Tomates,"Via Joan Pol 35
Castellón, 43170",65,459,Sí,1
Tomates,"Plaza de Francisco Javier Simó 826 Apt. 35 
Ourense, 29286",51,789,Sí,6
Tomates,"Plaza de Lucía Buendía 92 Apt. 54 
León, 33653",39,503,Sí,3
Tomates,"Via de Humberto Mínguez 3 Puerta 6 
Madrid, 21126",86,493,No,8
Tomates,"Rambla Valeria Llanos 99 Piso 4 
Granada, 16276",19,332,Sí,3
Tomates,"Camino de Atilio Jódar 70
Baleares, 41640",60,945,Sí,1
Tomates,"Vial de Pía Guitart 5 Puerta 4 
Toledo, 50248",37,243,Sí,8
Tomates,"Calle Graciano Casares 14 Apt. 41 
Salamanca, 38477",47,856,Sí,1
Tomates,"Paseo de José Mari Guillén 6
Albacete, 35608",66,117,Sí,4
Tomates,"Pasadizo Glauco Vilalta 73 Puerta 8 
Álava, 10749",14,578,Sí,5
Tomates,"Urbanización de Pastora Ochoa 23
Soria, 46416",57,283,Sí,4
Tomates,"Urbanización de Conrado Frutos 6 Piso 0 
Almería, 07784",47,380,No,2
Tomates,"Via Luciana Portillo 6 Piso 2 
Barcelona, 32493",97,941,Sí,6
Tomates,"Acceso de Bartolomé Manjón 15 Apt. 00 
Lugo, 38796",21,211,Sí,7
Tomates,"Paseo de Emiliana Zurita 20
Almería, 07495",32,168,Sí,5
Tomates,"Acceso Rico Galán 83
Pontevedra, 33745",63,793,Sí,7
Tomates,"Pasadizo Reyes Atienza 6 Puerta 9 
Girona, 51391",36,712,No,3
Tomates,"Ronda América Rosselló 52 Puerta 3 
Castellón, 23696",58,485,Sí,8
Tomates,"Pasaje Francisco Franch 73 Apt. 28 
Valladolid, 45160",43,970,No,7
Tomates,"Pasadizo de Almudena Calvet 7
Guadalajara, 34873",82,662,Sí,5
Tomates,"C. Vinicio Cabrero 63
Madrid, 22423",84,827,Sí,4
Tomates,"Glorieta de Ernesto Mir 76
Pontevedra, 28548",34,887,No,4
Tomates,"Camino de Tamara Morales 9
Asturias, 22454",23,211,No,1
Tomates,"Vial de Ruy Piñol 16 Apt. 13 
Valladolid, 22261",99,732,Sí,3
Tomates,"Vial Apolinar Jerez 90 Puerta 2 
Teruel, 51064",62,293,No,2
Tomates,"Vial Albert Izquierdo 17
Tarragona, 33255",64,202,No,8
Tomates,"Ronda Nilo Riba 131 Piso 6 
Albacete, 08387",51,445,Sí,3
Tomates,"Urbanización Antonia Heredia 64 Apt. 54 
León, 34152",42,497,No,7
Tomates,"Rambla de Ángel Amador 5 Puerta 8 
Santa Cruz de Tenerife, 28915",1,395,Sí,8
Tomates,"Pasaje Paula Palacios 30 Puerta 2 
León, 13201",5,150,Sí,1
Tomates,"Callejón Paulino Barón 459 Apt. 61 
Cádiz, 13334",50,340,No,8
Tomates,"Pasaje Bernarda Marco 84 Apt. 96 
Cádiz, 22017",16,824,No,6
Tomates,"Vial Encarna Valenzuela 69 Apt. 30 
Melilla, 09582",16,283,No,5
Tomates,"Vial de Cruz Heredia 20 Piso 8 
Jaén, 12662",30,859,No,7
Tomates,"Pasadizo de Benita Iniesta 486
Palencia, 29086",66,855,No,4
Tomates,"Paseo de Josep Polo 86 Apt. 74 
Ceuta, 22333",50,779,No,7
Tomates,"Paseo de Maximino Andrade 755 Puerta 0 
Ceuta, 21928",94,921,No,8
Tomates,"Glorieta de Purificación Prado 4 Piso 2 
Badajoz, 31429",72,473,No,5
Tomates,"Avenida de María Cuadrado 88 Apt. 06 
Vizcaya, 43830",64,294,No,1
Tomates,"Via Ramiro Mendoza 42 Piso 5 
Tarragona, 23140",56,309,No,5
Tomates,"Urbanización de Isabel Larrea 94
Huelva, 06668",59,450,No,6
Tomates,"Alameda Palmira Morcillo 36
Madrid, 10473",74,734,No,4
Tomates,"Pasaje de Encarnación Marín 84 Apt. 52 
Burgos, 28632",80,689,No,8
Tomates,"Glorieta Enrique Almagro 3
Segovia, 34201",23,925,Sí,2
Tomates,"Paseo de Lucila Rincón 35
Burgos, 26315",92,994,No,8
Tomates,"Cuesta de Purificación Molins 8
Zamora, 09013",69,927,Sí,2
Tomates,"C. Lázaro Gomez 482
Santa Cruz de Tenerife, 46132",6,451,No,6
Tomates,"Avenida Rosalina Palomares 74 Apt. 50 
Lleida, 36145",29,140,Sí,8
Tomates,"Ronda de Félix Gil 4
Lugo, 06602",38,915,No,8
Tomates,"Plaza de Celia Solé 40
Burgos, 43032",32,990,No,2
Tomates,"Calle de Teresa Bernal 522
Pontevedra, 01302",81,936,Sí,3
Tomates,"Via Patricio Piñeiro 14 Puerta 8 
León, 26082",82,355,Sí,8
Tomates,"Vial de Jose Manuel Barrio 76
Ciudad, 18107",7,213,Sí,2
Tomates,"Pasaje de Baudelio Pujol 7 Apt. 43 
Girona, 33126",40,419,No,6
Tomates,"Urbanización de Marino Mosquera 78
Lleida, 30146",73,343,Sí,6
Tomates,"Glorieta Gertrudis Carballo 498 Puerta 9 
Lleida, 07516",80,874,Sí,2
Tomates,"Acceso Guadalupe Bernad 9
Segovia, 31504",41,791,Sí,1
Tomates,"Vial Segismundo Fernández 272 Puerta 8 
Álava, 27455",24,292,Sí,3
Tomates,"C. Edu Cortés 97
Almería, 28765",32,145,Sí,4
Tomates,"Paseo de Cruz Mayo 533 Apt. 80 
Pontevedra, 09685",8,249,Sí,7
Tomates,"Vial de José María Rius 10 Piso 4 
Salamanca, 36447",84,479,Sí,8
Tomates,"Glorieta Paola Lozano 692 Puerta 9 
Ávila, 05406",83,157,No,1
Tomates,"Acceso Lilia Heredia 493 Apt. 82 
Huesca, 07827",59,951,Sí,4
Tomates,"Pasaje de Chita Gonzalo 89
Girona, 40268",58,648,Sí,3
Tomates,"Callejón de Carolina Alsina 21
Pontevedra, 09333",57,846,No,8
Tomates,"Ronda de Sosimo Menéndez 45 Puerta 2 
Cuenca, 29490",56,168,Sí,3
Tomates,"Paseo de Jose Alemán 53
Badajoz, 05913",19,758,No,2
Tomates,"Acceso de Gerardo Aragonés 20
Ávila, 32734",61,626,No,5
Tomates,"Paseo Fabricio Segarra 54 Puerta 0 
Burgos, 45106",56,151,Sí,8
Tomates,"Vial Emilia Carrillo 57 Puerta 7 
León, 15236",86,342,Sí,7
Tomates,"Urbanización de Ildefonso Pérez 30 Piso 2 
Zaragoza, 34862",69,229,No,6
Tomates,"Avenida Elisa Carrión 27
Ourense, 46243",33,505,No,1
Tomates,"Via Clemente Arnal 26 Puerta 9 
Alicante, 02011",63,772,Sí,3
Tomates,"Cañada Felix Barberá 24
León, 49144",96,940,No,3
Tomates,"Pasadizo Ana Agullo 66
Madrid, 20563",54,166,Sí,4
Tomates,"Camino Samu Tejada 86
Cádiz, 12157",16,958,Sí,5
Tomates,"Vial Odalis Canales 42
Zaragoza, 38258",67,258,No,3
Tomates,"Ronda de Ema Cazorla 806
Baleares, 12907",31,169,Sí,6
Tomates,"Plaza de Jose Antonio Campo 5 Puerta 1 
La Rioja, 09776",31,491,No,7
Tomates,"Pasadizo de Jonatan Vega 3
Cáceres, 16524",4,597,Sí,3
Tomates,"Camino Fernanda Montserrat 977
Cáceres, 10720",57,785,No,8
Tomates,"Via de Tadeo Valcárcel 474 Puerta 1 
Guadalajara, 08068",6,625,No,6
Tomates,"Cañada de Teresa Lorenzo 1 Apt. 00 
Alicante, 19520",37,124,Sí,1
Tomates,"Callejón Itziar Vall 1
Cuenca, 19877",2,689,No,1
Tomates,"Glorieta de Candelario Requena 28 Puerta 3 
Málaga, 09365",88,611,No,7
Tomates,"Urbanización Graciela García 9 Piso 7 
Jaén, 03979",45,964,No,6
Tomates,"Camino de Toribio Cervantes 70
Alicante, 34268",66,442,No,4
Tomates,"Via de Yaiza Pelayo 46 Piso 5 
Cuenca, 49934",86,467,Sí,1
Tomates,"Calle de Vilma Verdú 48
Vizcaya, 18330",84,209,No,8
Tomates,"Cuesta de Azeneth Jordán 284
Toledo, 50191",39,353,No,6
Tomates,"Camino Jerónimo Cano 96 Puerta 2 
Santa Cruz de Tenerife, 18269",67,201,No,7
Tomates,"C. Evita Tejera 67
Barcelona, 26646",26,300,Sí,6
Tomates,"Vial de Ovidio León 76 Piso 3 
Barcelona, 11300",21,579,Sí,7
Tomates,"Callejón Azucena Vall 653 Piso 0 
Huelva, 19353",52,928,Sí,4
Tomates,"Camino de Silvestre Gimenez 7 Piso 6 
Segovia, 07884",50,883,Sí,6
Tomates,"Ronda David Saavedra 9 Piso 1 
Murcia, 02814",83,814,No,5
Tomates,"Avenida de Virginia Codina 13
Sevilla, 37624",8,843,No,7
Tomates,"Glorieta de Ruben Bermúdez 7
Baleares, 45115",79,378,No,5
Tomates,"Acceso Narciso Lasa 3 Apt. 83 
Burgos, 23842",59,497,Sí,1
Tomates,"Cañada Nacio Valero 52 Piso 4 
Cádiz, 07943",59,263,Sí,2
Tomates,"Via de Saturnina Mosquera 78
Álava, 13265",100,400,Sí,7
Tomates,"Glorieta de Cebrián Aguado 97 Apt. 57 
Palencia, 48731",8,923,Sí,2
Tomates,"C. Jaime Simó 914 Puerta 8 
Álava, 28122",37,767,Sí,2
Tomates,"Paseo de Marcia Galan 29
Toledo, 29665",90,521,No,5
Tomates,"Via Luís Coloma 185 Piso 2 
Vizcaya, 45159",65,512,Sí,8
Tomates,"Cuesta de Nacho Manzano 19
Guipúzcoa, 44140",4,318,No,5
Tomates,"Pasaje de Elvira Baeza 30
Cádiz, 48986",40,569,No,7
Tomates,"Cuesta Seve Pellicer 7
Baleares, 09146",82,803,Sí,7
Tomates,"Urbanización Fidel Higueras 55
Salamanca, 46853",17,686,Sí,5
Tomates,"Camino de Hermenegildo Vicente 448
Alicante, 39820",55,536,No,5
Tomates,"Camino de Yéssica Llamas 43
Guipúzcoa, 20199",9,480,No,2
Tomates,"Acceso de Jaime Piña 13
Álava, 26793",3,264,Sí,2
Tomates,"Cuesta de Sara Figuerola 94 Apt. 55 
Navarra, 50929",96,503,Sí,5
Tomates,"Callejón Fito Peinado 46
Lleida, 14308",81,857,Sí,5
Tomates,"Acceso Marita Téllez 82 Apt. 07 
Murcia, 19212",66,328,No,6
Tomates,"Acceso Luisina Rodrigo 4
Cádiz, 45707",21,349,Sí,2
Tomates,"Paseo de Hugo Ferrero 47
Alicante, 05745",33,241,No,3
Tomates,"Callejón de Andrea Fuertes 875 Puerta 1 
Sevilla, 13129",50,792,Sí,8
Tomates,"Vial de Miguel Ángel Varela 40
Ceuta, 08962",78,301,Sí,4
Tomates,"Camino Yaiza Gallardo 81 Puerta 4 
Valencia, 10769",70,540,No,7
Tomates,"Plaza Pepito Losada 16
Barcelona, 01904",73,440,Sí,2
Tomates,"Cuesta de Ariadna Carlos 24
Ourense, 20371",21,724,No,3
Tomates,"Ronda de Yaiza Tejedor 88
Valencia, 17715",65,733,Sí,5
Tomates,"Pasadizo Custodia Medina 9 Apt. 88 
Santa Cruz de Tenerife, 18042",32,682,Sí,2
Tomates,"Rambla Adora Adán 79
Girona, 10640",86,220,Sí,4
Tomates,"Pasaje de Wálter Aragonés 63 Puerta 7 
Valladolid, 28070",3,994,Sí,6
Tomates,"Cuesta de Heliodoro Pujol 31
León, 35994",17,101,Sí,3
Tomates,"Cuesta Jordán Prieto 67
Cádiz, 13543",18,509,Sí,1
Tomates,"C. de Adriana Roman 44
Melilla, 05014",4,912,No,6
Tomates,"Cañada de Susana Cózar 822
Guadalajara, 14841",2,383,Sí,8
Tomates,"Alameda de Leopoldo Castells 7
Las Palmas, 15610",68,489,Sí,1
Tomates,"Urbanización Santiago Losa 95 Puerta 9 
Granada, 08709",16,357,No,2
Tomates,"Glorieta de Julio César Sanabria 9 Puerta 9 
Melilla, 35692",60,347,Sí,3
Tomates,"Pasadizo Benigno Torres 57 Piso 7 
Ávila, 33728",83,299,Sí,6
Tomates,"Plaza de Tecla Galvez 78 Apt. 44 
Córdoba, 36491",11,298,Sí,1
Tomates,"Alameda Sol Ortiz 1
Lleida, 33346",3,650,No,8
Tomates,"Acceso Rosalía Esteve 55 Puerta 9 
Burgos, 10837",28,555,No,1
Tomates,"Rambla de Emilia Mendez 44
Vizcaya, 17983",69,880,No,6
Tomates,"Rambla Gilberto Francisco 41
Girona, 11277",61,936,Sí,1
Tomates,"C. Severiano Alcázar 4
Ávila, 30498",39,887,Sí,4
Tomates,"Rambla Rosalía Benítez 28
Álava, 17343",62,139,No,4
Tomates,"Urbanización de Albina Cervantes 4
Jaén, 14899",28,824,Sí,8
Tomates,"Acceso Matilde Arana 6
Vizcaya, 15401",11,879,Sí,4
Tomates,"Cañada Petrona Granados 46 Puerta 4 
Castellón, 10884",52,370,Sí,3
Tomates,"C. Eulalia Marí 54 Puerta 5 
Ávila, 41435",5,796,No,2
Tomates,"Rambla Tere Nogués 18
Baleares, 33417",25,397,Sí,1
Tomates,"C. Clímaco Exposito 29 Piso 2 
Jaén, 24352",35,699,No,7
Tomates,"Cuesta de Flavia Castell 820 Piso 5 
Asturias, 18183",41,763,No,1
Tomates,"Avenida Amor Sanz 23
Guipúzcoa, 19074",65,240,No,4
Tomates,"Camino de Emma Almeida 234 Apt. 23 
Vizcaya, 38889",90,532,No,5
Tomates,"Acceso de Lucio Orozco 879
Pontevedra, 41482",87,727,No,7
Tomates,"Acceso Octavio Cuesta 93
La Coruña, 48156",8,529,No,4
Tomates,"C. Eloísa Molins 4
Las Palmas, 18086",15,931,No,5
Tomates,"Pasadizo Aroa Quevedo 871
Girona, 32023",15,572,Sí,1
Tomates,"Pasaje de Elisa Pascual 583
Cantabria, 12680",22,128,Sí,4
Tomates,"Alameda de Coral Porcel 7 Apt. 16 
Zamora, 03413",57,836,No,4
Tomates,"Ronda de Araceli Carballo 1 Piso 4 
Ourense, 06568",54,995,Sí,5
Tomates,"Urbanización Sara Arellano 757 Puerta 8 
Lugo, 15883",54,317,Sí,3
Tomates,"Acceso Renata Cárdenas 74 Puerta 4 
Madrid, 24228",55,534,No,4
Tomates,"Vial Jennifer Acuña 1
Cuenca, 48944",62,341,No,8
Tomates,"Paseo de Hilario Anaya 987
Salamanca, 34476",70,492,Sí,8
Tomates,"Glorieta Vilma Planas 80 Puerta 5 
Valencia, 09996",27,875,Sí,4
Tomates,"Pasadizo de Custodio Cano 50
Burgos, 05366",4,741,No,8
Tomates,"Camino Emma Alfaro 18
Segovia, 51269",99,146,Sí,3
Tomates,"Via de Marisa Bayo 92
La Rioja, 23598",30,551,No,6
Tomates,"Avenida Renato Conesa 51
Lugo, 12893",18,826,Sí,1
Tomates,"Ronda de Ernesto Riera 78 Apt. 60 
Málaga, 52070",100,485,Sí,6
Tomates,"Pasaje Belen Moraleda 87 Apt. 27 
Alicante, 21439",82,990,No,8
Tomates,"Cañada de Dan Carnero 609 Apt. 51 
Castellón, 46050",14,436,No,3
Tomates,"Paseo Jose Carlos Lucas 5 Piso 4 
Almería, 22879",40,436,No,8
Tomates,"Urbanización de Celso Pinilla 969 Puerta 9 
Jaén, 38484",22,855,No,6
Tomates,"Callejón de Bernardino Carranza 1
Cuenca, 21135",29,540,Sí,8
Tomates,"Plaza de Leopoldo Lago 68 Puerta 5 
Ciudad, 22884",26,972,No,1
Tomates,"Acceso Elpidio Ricart 5 Piso 5 
León, 46082",65,151,Sí,1
Tomates,"Vial de Cleto Castelló 95
Jaén, 33574",47,275,No,3
Tomates,"Via de Reyes Cuéllar 30
Huesca, 44673",1,909,Sí,6
Tomates,"Pasadizo Jordana Medina 82
Madrid, 47540",67,895,No,5
Tomates,"Rambla Jenny Varela 86 Apt. 71 
Álava, 30511",12,585,Sí,1
Tomates,"Glorieta Eufemia Barceló 626
Murcia, 50428",7,809,Sí,4
Tomates,"Ronda de Amelia Benavente 8
Melilla, 47190",57,510,No,6
Tomates,"Glorieta de Inocencio Dominguez 322
Jaén, 37240",52,955,Sí,2
Tomates,"Urbanización de Augusto Fuertes 77 Piso 8 
Navarra, 31969",5,121,Sí,5
Tomates,"Ronda Irma Francisco 5
Tarragona, 15166",52,120,No,7
Tomates,"Callejón de Ángeles Aznar 21
La Coruña, 08175",57,738,Sí,2
Tomates,"Camino de Loreto Olivares 98 Puerta 4 
Zamora, 09719",60,705,Sí,6
Tomates,"Camino de Leonor Martin 2
Castellón, 35782",70,253,Sí,6
Tomates,"Pasadizo Cipriano Mesa 90
Palencia, 06819",4,288,Sí,5
Tomates,"Pasaje de Lucho Mendizábal 44 Apt. 11 
Teruel, 35946",8,734,No,3
Tomates,"Calle Soraya Coronado 32
Ciudad, 12709",83,799,No,7
Tomates,"Rambla Olimpia Pujadas 783 Puerta 5 
La Rioja, 52046",24,837,Sí,1
Tomates,"Urbanización de Marcio Fajardo 236
Ávila, 03703",48,415,No,6
Tomates,"Cuesta Hipólito Olivé 954 Apt. 54 
Navarra, 22633",73,414,Sí,1
Tomates,"Via Máxima Nebot 5 Piso 0 
Ávila, 16444",99,587,Sí,5
Tomates,"Glorieta de Patricio Jaén 6
Tarragona, 23384",67,996,No,4
Tomates,"Glorieta de Gertrudis Quintero 5 Piso 7 
Cuenca, 24722",15,857,Sí,5
Tomates,"Pasadizo de David Arana 15 Apt. 86 
Almería, 28112",78,136,No,6
Tomates,"Pasaje Casemiro Ródenas 46
Barcelona, 29111",2,301,Sí,7
Tomates,"Calle Silvia Ayala 67 Piso 3 
León, 26403",67,237,Sí,2
Tomates,"Alameda Nidia Codina 49 Piso 4 
Burgos, 13089",97,417,Sí,1
Tomates,"Rambla Vilma Galiano 26
Cádiz, 30827",52,573,Sí,8
Tomates,"Alameda Eligio Saldaña 30 Puerta 5 
Ciudad, 15354",98,553,No,1
Tomates,"Pasaje de Luis Barriga 306 Piso 3 
Álava, 37072",31,751,Sí,3
Tomates,"Callejón Pacífica Paz 9
Valencia, 14872",55,381,No,5
Tomates,"Glorieta Perlita Cañizares 9
Sevilla, 28554",79,648,No,1
Tomates,"Rambla Clotilde Vallés 45 Piso 5 
Cádiz, 36012",58,199,No,8
Tomates,"Plaza de Pancho Bastida 48 Puerta 0 
Ceuta, 13933",80,828,No,8
Tomates,"Acceso Moreno Buendía 29
Cuenca, 05800",44,646,Sí,6
Tomates,"Avenida de Hernando Gargallo 25
Palencia, 31571",95,222,Sí,4
Tomates,"Alameda de Manuelita Ureña 45
Madrid, 50384",19,641,No,2
Tomates,"Via Custodia Linares 120
Valladolid, 49363",31,405,Sí,2
Tomates,"Calle Nadia Catalá 40 Apt. 72 
Guadalajara, 39663",29,764,Sí,5
Tomates,"Avenida Ale Chico 1
La Rioja, 34230",5,984,No,3
Tomates,"Cañada de Belen Figueras 5
Lleida, 48346",11,158,Sí,8
Tomates,"Urbanización Anacleto Luz 11 Apt. 89 
Zaragoza, 18080",94,504,Sí,7
Tomates,"Calle de Lucas Hoz 74 Puerta 9 
Baleares, 40414",99,115,Sí,3
Tomates,"Urbanización David Noguera 87
Ceuta, 14904",79,484,Sí,2
Tomates,"Acceso Saturnina Campo 95
Albacete, 19365",85,673,Sí,3
Tomates,"Pasadizo Benito Expósito 611 Apt. 51 
Valencia, 22120",13,336,Sí,3
Tomates,"Callejón de Venceslás Quevedo 967
Castellón, 16661",63,386,No,5
Tomates,"Avenida de Dafne Pereira 75 Apt. 13 
León, 16928",94,648,Sí,5
Tomates,"Urbanización Marcial Pintor 41 Puerta 1 
Guadalajara, 38575",50,874,No,3
Tomates,"Pasaje de Marisa Durán 56 Puerta 4 
Burgos, 20315",39,619,No,7
Tomates,"Glorieta de Irene Sotelo 43 Piso 3 
Huelva, 41252",23,459,No,7
Tomates,"Cañada Rolando Blanch 58 Apt. 42 
Salamanca, 45266",88,609,Sí,7
Tomates,"Paseo de Rufino Checa 68
Ceuta, 14305",98,425,No,8
Tomates,"Cañada de Noemí Ferrer 14 Apt. 49 
Madrid, 20632",54,316,Sí,6
Tomates,"Plaza José Mari Ibañez 680
La Rioja, 40373",17,112,Sí,3
Tomates,"Cuesta Teodora Español 81 Apt. 64 
Málaga, 01466",76,631,No,1
Tomates,"Vial Priscila Noguera 9 Piso 1 
Málaga, 28555",22,150,No,6
Tomates,"Pasaje de Benigno Leon 4 Apt. 56 
Cantabria, 21265",83,378,No,4
Tomates,"Alameda de Noemí Barriga 994 Puerta 6 
Cádiz, 23390",66,113,No,6
Tomates,"Pasadizo de Roxana Saura 283
Lleida, 26231",18,465,No,8
Tomates,"Callejón Trinidad Valdés 840 Piso 6 
Zaragoza, 41008",4,172,Sí,7
Tomates,"C. de Rita Zurita 650 Puerta 0 
Teruel, 34308",54,149,Sí,6
Tomates,"Urbanización de Natalio Villalba 75 Puerta 6 
Almería, 13327",82,740,Sí,3
Tomates,"Urbanización Rosa María Moreno 30
Madrid, 17016",45,886,Sí,8
Tomates,"Pasadizo Ruben Naranjo 23 Piso 6 
Pontevedra, 12606",11,542,Sí,4
Tomates,"Pasaje Teófila Pla 221 Apt. 82 
Cuenca, 07316",97,364,No,4
Tomates,"Urbanización de Adolfo Calleja 58
Toledo, 17680",73,239,No,8
Tomates,"Glorieta de Ibán Polo 72
Asturias, 28414",93,912,Sí,3
Tomates,"Vial Teófila Rozas 303
Teruel, 24867",76,255,Sí,4
Tomates,"Camino de Santos Cornejo 360
Salamanca, 16618",8,698,No,7
